CRS_DEP_TIME,CARRIER,DEP_TIME,DEST,DISTANCE,FL_DATE,FL_NUM,ORIGIN,Weather,DAY_WEEK,DAY_OF_MONTH,TAIL_NUM,Flight Status
800,US,758,LGA,214,37992,2162,DCA,0,2,6,N719UW,ontime
900,US,858,LGA,214,37992,2164,DCA,0,2,6,N733UW,ontime
1000,US,1000,LGA,214,37992,2166,DCA,0,2,6,N754UW,ontime
1100,US,1056,LGA,214,37992,2168,DCA,0,2,6,N721UW,ontime
1200,US,1158,LGA,214,37992,2170,DCA,0,2,6,N719UW,ontime
1300,US,1259,LGA,214,37992,2172,DCA,0,2,6,N733UW,ontime
1400,US,1357,LGA,214,37992,2174,DCA,0,2,6,N754UW,ontime
1500,US,1458,LGA,214,37992,2176,DCA,0,2,6,N721UW,ontime
1600,US,1557,LGA,214,37992,2178,DCA,0,2,6,N719UW,ontime
1700,US,1657,LGA,214,37992,2180,DCA,0,2,6,N733UW,ontime
1800,US,1758,LGA,214,37992,2182,DCA,0,2,6,N754UW,ontime
1900,US,1855,LGA,214,37992,2184,DCA,0,2,6,N721UW,ontime
2000,US,1958,LGA,214,37992,2186,DCA,0,2,6,N719UW,ontime
2100,US,2104,LGA,214,37992,2188,DCA,0,2,6,N733UW,ontime
1455,RU,1451,EWR,169,37992,2403,BWI,0,2,6,N29917,ontime
1720,RU,1729,EWR,169,37992,3372,BWI,0,2,6,N27962,delayed
700,RU,658,EWR,169,37992,2703,BWI,0,2,6,N13958,ontime
1030,RU,1037,EWR,169,37992,2303,BWI,0,2,6,N12924,ontime
1730,CO,1740,EWR,199,37992,814,DCA,0,2,6,N24224,delayed
1300,CO,1256,EWR,199,37992,808,DCA,0,2,6,N38257,ontime
1900,CO,1856,EWR,199,37992,816,DCA,0,2,6,N59630,delayed
735,CO,727,EWR,199,37992,806,DCA,0,2,6,N16648,ontime
840,DH,847,EWR,213,37992,7299,IAD,0,2,6,N307UE,ontime
1710,DH,1705,EWR,213,37992,7302,IAD,0,2,6,N674BR,ontime
1245,DH,1236,EWR,213,37992,7303,IAD,0,2,6,N645BR,ontime
2120,DH,2118,EWR,213,37992,7304,IAD,0,2,6,N652BR,ontime
1430,DH,1435,EWR,213,37992,7307,IAD,0,2,6,N324UE,ontime
630,DH,622,EWR,213,37992,7371,IAD,0,2,6,N329UE,ontime
2100,RU,2222,EWR,199,37992,2879,DCA,0,2,6,N14573,delayed
900,RU,859,EWR,199,37992,2582,DCA,0,2,6,N14947,ontime
1900,RU,1901,EWR,213,37992,2385,IAD,0,2,6,N16147,delayed
1500,RU,1457,EWR,213,37992,2156,IAD,0,2,6,N11137,ontime
700,RU,656,EWR,213,37992,2855,IAD,0,2,6,N17115,ontime
1525,RU,1644,EWR,199,37992,2261,DCA,0,2,6,N13958,delayed
1300,RU,1253,EWR,213,37992,2367,IAD,0,2,6,N16911,ontime
1359,RU,1356,EWR,199,37992,2216,DCA,0,2,6,N12924,ontime
1700,RU,1656,EWR,213,37992,2497,IAD,0,2,6,N19966,ontime
1630,RU,1627,EWR,199,37992,2181,DCA,0,2,6,N13969,ontime
645,RU,644,EWR,199,37992,2761,DCA,0,2,6,N13118,ontime
1455,OH,1455,JFK,184,37993,5935,BWI,0,3,7,N983CA,ontime
1640,DH,1639,JFK,213,37993,6155,DCA,0,3,7,N408FJ,ontime
1245,DH,1306,LGA,229,37993,7208,IAD,0,3,7,N665BR,ontime
1455,DH,1445,LGA,229,37993,7211,IAD,0,3,7,N639BR,ontime
1715,DH,1813,LGA,229,37993,7215,IAD,0,3,7,N684BR,delayed
640,DH,640,LGA,229,37993,7790,IAD,0,3,7,N634BR,ontime
1040,DH,1038,LGA,229,37993,7792,IAD,0,3,7,N328UE,ontime
840,DH,831,JFK,228,37993,7800,IAD,0,3,7,N694BR,ontime
1240,DH,1240,JFK,228,37993,7806,IAD,0,3,7,N309UE,ontime
1455,DH,1521,JFK,228,37993,7808,IAD,0,3,7,N330UE,ontime
1645,DH,1638,JFK,228,37993,7810,IAD,0,3,7,N320UE,ontime
1715,DH,1922,JFK,228,37993,7812,IAD,0,3,7,N332UE,delayed
2120,DH,2120,JFK,228,37993,7814,IAD,0,3,7,N695BR,ontime
1610,DH,1606,JFK,228,37993,7816,IAD,0,3,7,N305UE,ontime
1455,DL,1501,JFK,213,37993,746,DCA,0,3,7,N908DE,ontime
630,DL,631,LGA,214,37993,1740,DCA,0,3,7,N223DZ,ontime
830,DL,831,LGA,214,37993,1744,DCA,0,3,7,N242DL,ontime
930,DL,932,LGA,214,37993,1746,DCA,0,3,7,N225DL,ontime
1030,DL,1030,LGA,214,37993,1748,DCA,0,3,7,N223DZ,ontime
1130,DL,1131,LGA,214,37993,1750,DCA,0,3,7,N224DA,ontime
1230,DL,1231,LGA,214,37993,1752,DCA,0,3,7,N242DL,ontime
1330,DL,1329,LGA,214,37993,1754,DCA,0,3,7,N225DL,ontime
1430,DL,1430,LGA,214,37993,1756,DCA,0,3,7,N223DZ,ontime
1530,DL,1528,LGA,214,37993,1758,DCA,0,3,7,N224DA,ontime
1630,DL,1629,LGA,214,37993,1760,DCA,0,3,7,N242DL,ontime
1730,DL,1728,LGA,214,37993,1762,DCA,0,3,7,N225DL,ontime
1830,DL,1828,LGA,214,37993,1764,DCA,0,3,7,N223DZ,ontime
1930,DL,1927,LGA,214,37993,1766,DCA,0,3,7,N224DA,ontime
2030,DL,2030,LGA,214,37993,1768,DCA,0,3,7,N242DL,ontime
1530,MQ,1530,JFK,213,37993,4752,DCA,0,3,7,N736MQ,ontime
600,MQ,555,JFK,213,37993,4760,DCA,0,3,7,N705MQ,ontime
1830,MQ,1918,JFK,213,37993,4784,DCA,0,3,7,N846MQ,delayed
700,MQ,655,LGA,214,37993,4952,DCA,0,3,7,N722MQ,ontime
800,MQ,746,LGA,214,37993,4954,DCA,0,3,7,N723MQ,ontime
900,MQ,854,LGA,214,37993,4956,DCA,0,3,7,N733MQ,ontime
1100,MQ,1056,LGA,214,37993,4960,DCA,0,3,7,N722MQ,ontime
1300,MQ,1256,LGA,214,37993,4964,DCA,0,3,7,N726MQ,ontime
1400,MQ,1352,LGA,214,37993,4966,DCA,0,3,7,N730MQ,ontime
1500,MQ,1457,LGA,214,37993,4968,DCA,0,3,7,N703MQ,delayed
1600,MQ,1624,LGA,214,37993,4970,DCA,0,3,7,N713MQ,delayed
1900,MQ,2014,LGA,214,37993,4976,DCA,0,3,7,N735MQ,delayed
850,UA,849,LGA,229,37993,846,IAD,0,3,7,N567UA,ontime
630,US,628,LGA,214,37993,1479,DCA,0,3,7,N754UW,ontime
700,US,658,LGA,214,37993,2160,DCA,0,3,7,N725UW,ontime
800,US,757,LGA,214,37993,2162,DCA,0,3,7,N722UW,ontime
900,US,857,LGA,214,37993,2164,DCA,0,3,7,N744UW,ontime
1000,US,956,LGA,214,37993,2166,DCA,0,3,7,N720UW,ontime
1100,US,1058,LGA,214,37993,2168,DCA,0,3,7,N725UW,ontime
1200,US,1157,LGA,214,37993,2170,DCA,0,3,7,N722UW,ontime
1300,US,1256,LGA,214,37993,2172,DCA,0,3,7,N744UW,ontime
1400,US,1354,LGA,214,37993,2174,DCA,0,3,7,N720UW,ontime
1500,US,1457,LGA,214,37993,2176,DCA,0,3,7,N725UW,delayed
1600,US,1600,LGA,214,37993,2178,DCA,0,3,7,N722UW,delayed
1700,US,1656,LGA,214,37993,2180,DCA,0,3,7,N744UW,ontime
1800,US,1758,LGA,214,37993,2182,DCA,0,3,7,N720UW,ontime
1900,US,1859,LGA,214,37993,2184,DCA,0,3,7,N725UW,ontime
2000,US,1959,LGA,214,37993,2186,DCA,0,3,7,N722UW,delayed
2100,US,2054,LGA,214,37993,2188,DCA,0,3,7,N744UW,ontime
700,RU,659,EWR,169,37993,2703,BWI,0,3,7,N15574,ontime
1455,RU,1459,EWR,169,37993,2403,BWI,0,3,7,N21537,ontime
1720,RU,1920,EWR,169,37993,3372,BWI,0,3,7,N36915,delayed
1030,RU,1044,EWR,169,37993,2303,BWI,0,3,7,N18557,delayed
1300,CO,1255,EWR,199,37993,808,DCA,0,3,7,N14654,ontime
1900,CO,1948,EWR,199,37993,816,DCA,0,3,7,N60312,delayed
1730,CO,1813,EWR,199,37993,814,DCA,0,3,7,N76355,delayed
735,CO,728,EWR,199,37993,806,DCA,0,3,7,N18622,ontime
840,DH,840,EWR,213,37993,7299,IAD,0,3,7,N695BR,ontime
1710,DH,1725,EWR,213,37993,7302,IAD,0,3,7,N696BR,ontime
1245,DH,1320,EWR,213,37993,7303,IAD,0,3,7,N696BR,delayed
2120,DH,2117,EWR,213,37993,7304,IAD,0,3,7,N628BR,ontime
630,DH,624,EWR,213,37993,7305,IAD,0,3,7,N301UE,ontime
1430,DH,1439,EWR,213,37993,7307,IAD,0,3,7,N324UE,ontime
1359,RU,1352,EWR,199,37993,2216,DCA,0,3,7,N18557,ontime
700,RU,731,EWR,213,37993,2855,IAD,0,3,7,N13903,delayed
1500,RU,1457,EWR,213,37993,2156,IAD,0,3,7,N11150,delayed
900,RU,856,EWR,199,37993,2582,DCA,0,3,7,N19966,ontime
1300,RU,1254,EWR,213,37993,2367,IAD,0,3,7,N13538,ontime
1700,RU,1654,EWR,213,37993,2497,IAD,0,3,7,N13955,ontime
1900,RU,1955,EWR,213,37993,2385,IAD,0,3,7,N15527,delayed
645,RU,641,EWR,199,37993,2761,DCA,0,3,7,N16147,ontime
2100,RU,2058,EWR,199,37993,2879,DCA,0,3,7,N14153,ontime
1525,RU,1521,EWR,199,37993,2261,DCA,0,3,7,N11140,ontime
1630,RU,1629,EWR,199,37993,2181,DCA,0,3,7,N13538,ontime
1455,OH,1455,JFK,184,37994,5935,BWI,0,4,8,N819cA,ontime
1640,DH,1640,JFK,213,37994,6155,DCA,0,4,8,N418FJ,delayed
1245,DH,1245,LGA,229,37994,7208,IAD,0,4,8,N682BR,ontime
1455,DH,1706,LGA,229,37994,7211,IAD,0,4,8,N662BR,delayed
1715,DH,1710,LGA,229,37994,7215,IAD,0,4,8,N680BR,delayed
2120,DH,2151,LGA,229,37994,7684,IAD,0,4,8,N667BR,delayed
640,DH,648,LGA,229,37994,7790,IAD,0,4,8,N642BR,ontime
1040,DH,1036,LGA,229,37994,7792,IAD,0,4,8,N639BR,ontime
840,DH,852,JFK,228,37994,7800,IAD,0,4,8,N631BR,ontime
1240,DH,1237,JFK,228,37994,7806,IAD,0,4,8,N331UE,ontime
1455,DH,1449,JFK,228,37994,7808,IAD,0,4,8,N301UE,ontime
1645,DH,1639,JFK,228,37994,7810,IAD,0,4,8,N308UE,ontime
1715,DH,1714,JFK,228,37994,7812,IAD,0,4,8,N316UE,ontime
2120,DH,2135,JFK,228,37994,7814,IAD,0,4,8,N638BR,ontime
1610,DH,1609,JFK,228,37994,7816,IAD,0,4,8,N320UE,ontime
1455,DL,1601,JFK,213,37994,746,DCA,0,4,8,N962DL,delayed
630,DL,628,LGA,214,37994,1740,DCA,0,4,8,N223DZ,ontime
730,DL,728,LGA,214,37994,1742,DCA,0,4,8,N225DL,ontime
830,DL,828,LGA,214,37994,1744,DCA,0,4,8,N242DL,ontime
930,DL,931,LGA,214,37994,1746,DCA,0,4,8,N224DA,ontime
1030,DL,1030,LGA,214,37994,1748,DCA,0,4,8,N223DZ,ontime
1130,DL,1129,LGA,214,37994,1750,DCA,0,4,8,N225DL,ontime
1230,DL,1231,LGA,214,37994,1752,DCA,0,4,8,N242DL,ontime
1330,DL,1328,LGA,214,37994,1754,DCA,0,4,8,N224DA,ontime
1430,DL,1430,LGA,214,37994,1756,DCA,0,4,8,N241DL,ontime
1530,DL,1533,LGA,214,37994,1758,DCA,0,4,8,N225DL,ontime
1630,DL,1630,LGA,214,37994,1760,DCA,0,4,8,N242DL,ontime
1730,DL,1731,LGA,214,37994,1762,DCA,0,4,8,N224DA,ontime
1830,DL,1833,LGA,214,37994,1764,DCA,0,4,8,N241DL,ontime
1930,DL,1928,LGA,214,37994,1766,DCA,0,4,8,N225DL,ontime
2030,DL,2027,LGA,214,37994,1768,DCA,0,4,8,N242DL,ontime
1530,MQ,1524,JFK,213,37994,4752,DCA,0,4,8,N723MQ,ontime
600,MQ,552,JFK,213,37994,4760,DCA,0,4,8,N737MQ,ontime
1830,MQ,1844,JFK,213,37994,4784,DCA,0,4,8,N710MQ,ontime
700,MQ,722,LGA,214,37994,4952,DCA,0,4,8,N708MQ,ontime
800,MQ,759,LGA,214,37994,4954,DCA,0,4,8,N707MQ,ontime
900,MQ,856,LGA,214,37994,4956,DCA,0,4,8,N705MQ,ontime
1100,MQ,1050,LGA,214,37994,4960,DCA,0,4,8,N708MQ,ontime
1300,MQ,1256,LGA,214,37994,4964,DCA,0,4,8,N732MQ,ontime
1400,MQ,1353,LGA,214,37994,4966,DCA,0,4,8,N736MQ,ontime
1500,MQ,1457,LGA,214,37994,4968,DCA,0,4,8,N707MQ,ontime
1600,MQ,1557,LGA,214,37994,4970,DCA,0,4,8,N721MQ,ontime
1900,MQ,1852,LGA,214,37994,4976,DCA,0,4,8,N732MQ,ontime
850,UA,848,LGA,229,37994,846,IAD,0,4,8,N518UA,ontime
630,US,627,LGA,214,37994,1479,DCA,0,4,8,N767UW,ontime
700,US,658,LGA,214,37994,2160,DCA,0,4,8,N727UW,ontime
800,US,756,LGA,214,37994,2162,DCA,0,4,8,N725UW,ontime
900,US,856,LGA,214,37994,2164,DCA,0,4,8,N744UW,ontime
1000,US,958,LGA,214,37994,2166,DCA,0,4,8,N719UW,ontime
1100,US,1057,LGA,214,37994,2168,DCA,0,4,8,N727UW,ontime
1200,US,1157,LGA,214,37994,2170,DCA,0,4,8,N725UW,ontime
1300,US,1259,LGA,214,37994,2172,DCA,0,4,8,N744UW,ontime
1400,US,1408,LGA,214,37994,2174,DCA,0,4,8,N719UW,ontime
1500,US,1457,LGA,214,37994,2176,DCA,0,4,8,N727UW,ontime
1600,US,1557,LGA,214,37994,2178,DCA,0,4,8,N725UW,ontime
1700,US,1733,LGA,214,37994,2180,DCA,0,4,8,N770UW,delayed
1800,US,1758,LGA,214,37994,2182,DCA,0,4,8,N719UW,ontime
1900,US,1916,LGA,214,37994,2184,DCA,0,4,8,N725UW,delayed
2000,US,2031,LGA,214,37994,2186,DCA,0,4,8,N738UW,delayed
2100,US,2059,LGA,214,37994,2188,DCA,0,4,8,N770UW,ontime
1720,RU,1739,EWR,169,37994,3372,BWI,0,4,8,N13538,ontime
1455,RU,1456,EWR,169,37994,2403,BWI,0,4,8,N13935,ontime
1030,RU,1026,EWR,169,37994,2303,BWI,0,4,8,N14933,ontime
700,RU,655,EWR,169,37994,2703,BWI,0,4,8,N15973,ontime
1730,CO,1728,EWR,199,37994,814,DCA,0,4,8,N29717,ontime
735,CO,734,EWR,199,37994,806,DCA,0,4,8,N11612,ontime
1300,CO,1255,EWR,199,37994,808,DCA,0,4,8,N18658,ontime
1900,CO,1854,EWR,199,37994,816,DCA,0,4,8,N14645,ontime
840,DH,838,EWR,213,37994,7299,IAD,0,4,8,N674BR,ontime
1710,DH,1706,EWR,213,37994,7302,IAD,0,4,8,N652BR,ontime
1245,DH,1241,EWR,213,37994,7303,IAD,0,4,8,N652BR,ontime
2120,DH,2120,EWR,213,37994,7304,IAD,0,4,8,N695BR,ontime
630,DH,622,EWR,213,37994,7305,IAD,0,4,8,N332UE,ontime
1430,DH,1421,EWR,213,37994,7307,IAD,0,4,8,N303UE,ontime
1500,RU,1452,EWR,213,37994,2156,IAD,0,4,8,N13132,ontime
1900,RU,1857,EWR,213,37994,2385,IAD,0,4,8,N24103,ontime
1300,RU,1255,EWR,213,37994,2692,IAD,0,4,8,N25504,ontime
1630,RU,1625,EWR,199,37994,2181,DCA,0,4,8,N10575,ontime
645,RU,654,EWR,199,37994,2761,DCA,0,4,8,N11565,delayed
1359,RU,1354,EWR,199,37994,2216,DCA,0,4,8,N16546,ontime
700,RU,707,EWR,213,37994,2855,IAD,0,4,8,N14952,ontime
1700,RU,1700,EWR,213,37994,2497,IAD,0,4,8,N12564,ontime
900,RU,857,EWR,199,37994,2582,DCA,0,4,8,N36915,ontime
2100,RU,2051,EWR,199,37994,2879,DCA,0,4,8,N16954,ontime
1525,RU,1527,EWR,199,37994,2261,DCA,0,4,8,N16963,ontime
1455,OH,1455,JFK,184,37995,5935,BWI,0,5,9,N812CA,ontime
1640,DH,1634,JFK,213,37995,6155,DCA,0,5,9,N415FJ,ontime
1245,DH,1257,LGA,229,37995,7208,IAD,0,5,9,N650BR,ontime
1455,DH,1608,LGA,229,37995,7211,IAD,0,5,9,N697BR,delayed
1715,DH,2106,LGA,229,37995,7215,IAD,0,5,9,N658BR,delayed
2120,DH,2134,LGA,229,37995,7684,IAD,0,5,9,N699BR,ontime
640,DH,714,LGA,229,37995,7790,IAD,0,5,9,N647BR,delayed
1040,DH,1106,LGA,229,37995,7792,IAD,0,5,9,N647BR,ontime
840,DH,836,JFK,228,37995,7800,IAD,0,5,9,N667BR,delayed
1240,DH,1235,JFK,228,37995,7806,IAD,0,5,9,N316UE,ontime
1455,DH,1454,JFK,228,37995,7808,IAD,0,5,9,N308UE,ontime
1645,DH,1643,JFK,228,37995,7810,IAD,0,5,9,N311UE,ontime
1715,DH,1710,JFK,228,37995,7812,IAD,0,5,9,N333UE,ontime
2120,DH,2115,JFK,228,37995,7814,IAD,0,5,9,N675BR,ontime
1610,DH,1617,JFK,228,37995,7816,IAD,0,5,9,N309UE,ontime
1455,DL,1506,JFK,213,37995,746,DCA,0,5,9,N951DL,ontime
630,DL,629,LGA,214,37995,1740,DCA,0,5,9,N241DL,ontime
730,DL,730,LGA,214,37995,1742,DCA,0,5,9,N224DA,delayed
830,DL,832,LGA,214,37995,1744,DCA,0,5,9,N242DL,ontime
930,DL,930,LGA,214,37995,1746,DCA,0,5,9,N225DL,ontime
1030,DL,1032,LGA,214,37995,1748,DCA,0,5,9,N241DL,ontime
1130,DL,1131,LGA,214,37995,1750,DCA,0,5,9,N224DA,ontime
1230,DL,1228,LGA,214,37995,1752,DCA,0,5,9,N222DZ,ontime
1330,DL,1329,LGA,214,37995,1754,DCA,0,5,9,N225DL,ontime
1430,DL,1432,LGA,214,37995,1756,DCA,0,5,9,N241DL,ontime
1530,DL,1530,LGA,214,37995,1758,DCA,0,5,9,N221DL,ontime
1630,DL,1633,LGA,214,37995,1760,DCA,0,5,9,N222DZ,ontime
1730,DL,1735,LGA,214,37995,1762,DCA,0,5,9,N225DL,ontime
1830,DL,1829,LGA,214,37995,1764,DCA,0,5,9,N241DL,ontime
1930,DL,1931,LGA,214,37995,1766,DCA,0,5,9,N221DL,ontime
2030,DL,2030,LGA,214,37995,1768,DCA,0,5,9,N222DZ,ontime
1530,MQ,1535,JFK,213,37995,4752,DCA,0,5,9,N708MQ,ontime
600,MQ,558,JFK,213,37995,4760,DCA,0,5,9,N801MQ,ontime
1830,MQ,1851,JFK,213,37995,4784,DCA,0,5,9,N736MQ,delayed
800,MQ,843,LGA,214,37995,4954,DCA,0,5,9,N731MQ,delayed
900,MQ,851,LGA,214,37995,4956,DCA,0,5,9,N715MQ,ontime
1100,MQ,1141,LGA,214,37995,4960,DCA,0,5,9,N713MQ,delayed
1300,MQ,1252,LGA,214,37995,4964,DCA,0,5,9,N715MQ,ontime
1400,MQ,1359,LGA,214,37995,4966,DCA,0,5,9,N739MQ,ontime
1500,MQ,1503,LGA,214,37995,4968,DCA,0,5,9,N712MQ,ontime
1600,MQ,1618,LGA,214,37995,4970,DCA,0,5,9,N732MQ,delayed
1700,MQ,1658,LGA,214,37995,4972,DCA,0,5,9,N707MQ,ontime
1900,MQ,1916,LGA,214,37995,4976,DCA,0,5,9,N726MQ,delayed
850,UA,904,LGA,229,37995,846,IAD,0,5,9,N520UA,delayed
630,US,629,LGA,214,37995,1479,DCA,0,5,9,N733UW,ontime
700,US,657,LGA,214,37995,2160,DCA,0,5,9,N724UW,ontime
800,US,756,LGA,214,37995,2162,DCA,0,5,9,N738UW,ontime
1000,US,958,LGA,214,37995,2166,DCA,0,5,9,N722UW,ontime
1100,US,1057,LGA,214,37995,2168,DCA,0,5,9,N724UW,ontime
1200,US,1155,LGA,214,37995,2170,DCA,0,5,9,N738UW,ontime
1300,US,1259,LGA,214,37995,2172,DCA,0,5,9,N750UW,ontime
1400,US,1357,LGA,214,37995,2174,DCA,0,5,9,N722UW,ontime
1500,US,1458,LGA,214,37995,2176,DCA,0,5,9,N724UW,ontime
1600,US,1555,LGA,214,37995,2178,DCA,0,5,9,N738UW,ontime
1700,US,1657,LGA,214,37995,2180,DCA,0,5,9,N750UW,ontime
1800,US,1757,LGA,214,37995,2182,DCA,0,5,9,N722UW,ontime
1900,US,1902,LGA,214,37995,2184,DCA,0,5,9,N724UW,ontime
2000,US,1956,LGA,214,37995,2186,DCA,0,5,9,N738UW,ontime
2100,US,2052,LGA,214,37995,2188,DCA,0,5,9,N750UW,ontime
1720,RU,1720,EWR,169,37995,3372,BWI,0,5,9,N16963,ontime
1455,RU,1450,EWR,169,37995,2403,BWI,0,5,9,N15926,ontime
1030,RU,1108,EWR,169,37995,2303,BWI,0,5,9,N13989,delayed
700,RU,700,EWR,169,37995,2703,BWI,0,5,9,N12552,ontime
1730,CO,1727,EWR,199,37995,814,DCA,0,5,9,N70353,ontime
1900,CO,1858,EWR,199,37995,816,DCA,0,5,9,N46625,ontime
1300,CO,1258,EWR,199,37995,808,DCA,0,5,9,N14664,ontime
735,CO,732,EWR,199,37995,806,DCA,0,5,9,N19621,ontime
840,DH,840,EWR,213,37995,7299,IAD,0,5,9,N698BR,ontime
1710,DH,1707,EWR,213,37995,7302,IAD,0,5,9,N652BR,ontime
1245,DH,1242,EWR,213,37995,7303,IAD,0,5,9,N661BR,ontime
2120,DH,2121,EWR,213,37995,7304,IAD,0,5,9,N646BR,ontime
630,DH,629,EWR,213,37995,7305,IAD,0,5,9,N301UE,ontime
1430,DH,1423,EWR,213,37995,7307,IAD,0,5,9,N312UE,ontime
1630,RU,1627,EWR,199,37995,2181,DCA,0,5,9,N18556,ontime
1525,RU,1526,EWR,199,37995,2261,DCA,0,5,9,N13955,ontime
1359,RU,1357,EWR,199,37995,2216,DCA,0,5,9,N13989,ontime
700,RU,700,EWR,213,37995,2855,IAD,0,5,9,N13550,delayed
1300,RU,1256,EWR,213,37995,2692,IAD,0,5,9,N14505,ontime
1900,RU,1855,EWR,213,37995,2385,IAD,0,5,9,N27152,ontime
1500,RU,1457,EWR,213,37995,2156,IAD,0,5,9,N16151,ontime
900,RU,850,EWR,199,37995,2582,DCA,0,5,9,N11565,ontime
2100,RU,2058,EWR,199,37995,2879,DCA,0,5,9,N14907,ontime
1700,RU,1655,EWR,213,37995,2497,IAD,0,5,9,N12900,ontime
645,RU,645,EWR,199,37995,2761,DCA,0,5,9,N15985,ontime
1455,OH,1455,JFK,184,37996,5935,BWI,0,6,10,N805CA,ontime
1640,DH,1638,JFK,213,37996,6155,DCA,0,6,10,N424FJ,delayed
1245,DH,1243,LGA,229,37996,7208,IAD,0,6,10,N627BR,ontime
1715,DH,1710,LGA,229,37996,7215,IAD,0,6,10,N688BR,ontime
2120,DH,2130,LGA,229,37996,7684,IAD,0,6,10,N692BR,ontime
840,DH,918,JFK,228,37996,7800,IAD,0,6,10,N682BR,delayed
1240,DH,1303,JFK,228,37996,7806,IAD,0,6,10,N313UE,delayed
1645,DH,1642,JFK,228,37996,7810,IAD,0,6,10,N315UE,ontime
1715,DH,1708,JFK,228,37996,7812,IAD,0,6,10,N321UE,ontime
2120,DH,2126,JFK,228,37996,7814,IAD,0,6,10,N642BR,ontime
1800,DH,1800,JFK,228,37996,7818,IAD,0,6,10,N307UE,ontime
1455,DL,1505,JFK,213,37996,746,DCA,0,6,10,N906DE,delayed
730,DL,729,LGA,214,37996,1742,DCA,0,6,10,N225DL,ontime
830,DL,832,LGA,214,37996,1744,DCA,0,6,10,N241DL,ontime
1030,DL,1028,LGA,214,37996,1748,DCA,0,6,10,N221DL,ontime
1230,DL,1230,LGA,214,37996,1752,DCA,0,6,10,N241DL,ontime
1430,DL,1429,LGA,214,37996,1756,DCA,0,6,10,N221DL,ontime
1630,DL,1624,LGA,214,37996,1760,DCA,0,6,10,N241DL,ontime
1830,DL,1828,LGA,214,37996,1764,DCA,0,6,10,N221DL,ontime
2030,DL,2031,LGA,214,37996,1768,DCA,0,6,10,N241DL,ontime
1530,MQ,1529,JFK,213,37996,4752,DCA,0,6,10,N841MQ,ontime
600,MQ,557,JFK,213,37996,4760,DCA,0,6,10,N718MQ,delayed
1830,MQ,1826,JFK,213,37996,4784,DCA,0,6,10,N709MQ,ontime
900,MQ,855,LGA,214,37996,4956,DCA,0,6,10,N717MQ,ontime
1300,MQ,1309,LGA,214,37996,4964,DCA,0,6,10,N715MQ,ontime
850,UA,850,LGA,229,37996,846,IAD,0,6,10,N565UA,ontime
700,US,655,LGA,214,37996,2160,DCA,0,6,10,N722UW,ontime
900,US,857,LGA,214,37996,2164,DCA,0,6,10,N750UW,ontime
1100,US,1056,LGA,214,37996,2168,DCA,0,6,10,N722UW,ontime
1300,US,1256,LGA,214,37996,2172,DCA,0,6,10,N750UW,ontime
1500,US,1458,LGA,214,37996,2176,DCA,0,6,10,N722UW,ontime
1700,US,1656,LGA,214,37996,2180,DCA,0,6,10,N750UW,ontime
1900,US,1854,LGA,214,37996,2184,DCA,0,6,10,N722UW,ontime
1720,RU,1723,EWR,169,37996,3372,BWI,0,6,10,N13553,ontime
1455,RU,1450,EWR,169,37996,2229,BWI,0,6,10,N14943,ontime
700,RU,657,EWR,169,37996,2703,BWI,0,6,10,N10575,ontime
1030,RU,1030,EWR,169,37996,2303,BWI,0,6,10,N13936,ontime
1300,CO,1254,EWR,199,37996,808,DCA,0,6,10,N14660,ontime
840,DH,906,EWR,213,37996,7299,IAD,0,6,10,N705BR,ontime
1710,DH,1703,EWR,213,37996,7302,IAD,0,6,10,N658BR,ontime
1245,DH,1255,EWR,213,37996,7303,IAD,0,6,10,N658BR,ontime
2120,DH,2114,EWR,213,37996,7304,IAD,0,6,10,N625BR,ontime
1700,RU,1655,EWR,213,37996,2497,IAD,0,6,10,N16149,ontime
700,RU,658,EWR,213,37996,2855,IAD,0,6,10,N26545,ontime
1600,RU,1555,EWR,199,37996,2361,DCA,0,6,10,N17560,ontime
1500,RU,1456,EWR,213,37996,2156,IAD,0,6,10,N11113,ontime
645,RU,645,EWR,199,37996,2761,DCA,0,6,10,N14943,ontime
1730,RU,1719,EWR,199,37996,2097,DCA,0,6,10,N13903,ontime
1359,RU,1355,EWR,199,37996,2216,DCA,0,6,10,N13553,ontime
930,RU,925,EWR,199,37996,2582,DCA,0,6,10,N27152,ontime
1455,OH,1455,JFK,184,37997,5935,BWI,0,7,11,N966CA,ontime
1640,DH,1634,JFK,213,37997,6155,DCA,0,7,11,N415FJ,ontime
1245,DH,1304,LGA,229,37997,7208,IAD,0,7,11,N684BR,ontime
1455,DH,1500,LGA,229,37997,7211,IAD,0,7,11,N309UE,ontime
1715,DH,1712,LGA,229,37997,7215,IAD,0,7,11,N706BR,ontime
2120,DH,2115,LGA,229,37997,7684,IAD,0,7,11,N677BR,ontime
840,DH,840,JFK,228,37997,7800,IAD,0,7,11,N692BR,ontime
1240,DH,1238,JFK,228,37997,7806,IAD,0,7,11,N321UE,ontime
1455,DH,1533,JFK,228,37997,7808,IAD,0,7,11,N316UE,delayed
1645,DH,1637,JFK,228,37997,7810,IAD,0,7,11,N332UE,ontime
1715,DH,1714,JFK,228,37997,7812,IAD,0,7,11,N329UE,ontime
2120,DH,2155,JFK,228,37997,7814,IAD,0,7,11,N674BR,delayed
1610,DH,1627,JFK,228,37997,7816,IAD,0,7,11,N330UE,ontime
